datetime,open,high,low,close,volume
2021.07.13 01:34:00,1.18631,1.18634,1.1863,1.18632,45.57
2021.07.13 01:35:00,1.18633,1.18642,1.18633,1.18642,37.14
2021.07.13 01:36:00,1.18643,1.18647,1.1864,1.18643,60.31
2021.07.13 01:37:00,1.18642,1.18648,1.1864,1.1864,106.23
2021.07.13 01:38:00,1.18641,1.18646,1.18641,1.18646,41.04
2021.07.13 01:39:00,1.18645,1.18652,1.18645,1.18645,51.23
2021.07.13 01:40:00,1.18646,1.18647,1.18643,1.18645,60.82
2021.07.13 01:41:00,1.18646,1.1866,1.18645,1.18654,65.81
2021.07.13 01:42:00,1.18656,1.18657,1.18651,1.18657,31.03
2021.07.13 01:43:00,1.18656,1.1866,1.18656,1.1866,11.05
2021.07.13 01:44:00,1.1866,1.1866,1.1865,1.18653,52.5
2021.07.13 01:45:00,1.18654,1.18662,1.18654,1.1866,31.19
2021.07.13 01:46:00,1.1866,1.18661,1.18658,1.18658,15.28
2021.07.13 01:47:00,1.18658,1.18663,1.18658,1.18663,9.08
2021.07.13 01:48:00,1.18662,1.18662,1.18655,1.18659,30.11
2021.07.13 01:49:00,1.18659,1.18661,1.18659,1.18661,12.51
2021.07.13 01:50:00,1.1866,1.18664,1.1866,1.18664,33.3
2021.07.13 01:51:00,1.18663,1.18667,1.18661,1.18667,34.7
2021.07.13 01:52:00,1.18667,1.18667,1.18659,1.18659,45.47
2021.07.13 01:53:00,1.18659,1.18662,1.18657,1.1866,43.6
2021.07.13 01:54:00,1.1866,1.18666,1.18659,1.18664,100
2021.07.13 01:55:00,1.18664,1.18673,1.18664,1.18673,90.07
2021.07.13 01:56:00,1.18672,1.18673,1.18664,1.18666,57.76
2021.07.13 01:57:00,1.18666,1.18683,1.18666,1.18683,41.13
2021.07.13 01:58:00,1.18685,1.18694,1.18683,1.18694,42.55
2021.07.13 01:59:00,1.18694,1.18695,1.18674,1.18674,193.31
2021.07.13 02:00:00,1.18675,1.18687,1.18673,1.18679,102.85
2021.07.13 02:01:00,1.18679,1.18683,1.18676,1.18678,56.79
2021.07.13 02:02:00,1.18677,1.18679,1.18669,1.18669,30.26
2021.07.13 02:03:00,1.18669,1.18669,1.18648,1.18649,44
2021.07.13 02:04:00,1.18648,1.18653,1.18638,1.18638,179.38
2021.07.13 02:05:00,1.18639,1.18647,1.18634,1.18647,164.9
2021.07.13 02:06:00,1.18646,1.18651,1.18645,1.18645,33.19
2021.07.13 02:07:00,1.18644,1.18646,1.18644,1.18645,24
2021.07.13 02:08:00,1.18644,1.18648,1.18641,1.18647,30.45
2021.07.13 02:09:00,1.18648,1.18648,1.18645,1.18647,33.81
2021.07.13 02:10:00,1.18645,1.18649,1.18645,1.18649,46.71
2021.07.13 02:11:00,1.18647,1.18647,1.18634,1.18635,40.39
2021.07.13 02:12:00,1.18634,1.18639,1.18634,1.18637,31.19
2021.07.13 02:13:00,1.18638,1.18641,1.18635,1.18638,23.8
2021.07.13 02:14:00,1.18637,1.1864,1.18637,1.1864,14.04
2021.07.13 02:15:00,1.1864,1.18647,1.18639,1.18647,26.82
2021.07.13 02:16:00,1.18646,1.18654,1.18646,1.18651,19.32
2021.07.13 02:17:00,1.1865,1.18651,1.18644,1.18644,38.2
2021.07.13 02:18:00,1.18645,1.1865,1.18644,1.18646,37.88
2021.07.13 02:19:00,1.18646,1.18649,1.18644,1.18646,26.16
2021.07.13 02:20:00,1.18646,1.18647,1.18644,1.18647,26.3
2021.07.13 02:21:00,1.18646,1.1865,1.18646,1.18648,26.89
2021.07.13 02:22:00,1.18648,1.18653,1.18647,1.18649,62.56
2021.07.13 02:23:00,1.18649,1.18649,1.18644,1.18648,73.65
2021.07.13 02:24:00,1.18649,1.1865,1.18643,1.18644,102.37
2021.07.13 02:25:00,1.18643,1.18644,1.18633,1.18635,51.29
2021.07.13 02:26:00,1.18637,1.1864,1.1863,1.18639,32.71
2021.07.13 02:27:00,1.18639,1.18644,1.18639,1.18643,56.43
2021.07.13 02:28:00,1.18644,1.18654,1.18642,1.18652,79.12
2021.07.13 02:29:00,1.18651,1.18654,1.18644,1.18644,77.02
2021.07.13 02:30:00,1.18644,1.18649,1.18642,1.18645,56.28
2021.07.13 02:31:00,1.18646,1.1865,1.18645,1.18649,48.89
2021.07.13 02:32:00,1.1865,1.18654,1.18649,1.18654,33.87
2021.07.13 02:33:00,1.18655,1.18655,1.18652,1.18654,14.65
2021.07.13 02:34:00,1.18655,1.18665,1.18654,1.18662,55.45
2021.07.13 02:35:00,1.18663,1.1867,1.18663,1.1867,21.9
2021.07.13 02:36:00,1.1867,1.18678,1.18667,1.18671,65.23
2021.07.13 02:37:00,1.18672,1.18686,1.18672,1.18685,49.06
2021.07.13 02:38:00,1.18684,1.18685,1.18679,1.18685,32.99
2021.07.13 02:39:00,1.18688,1.1871,1.18688,1.1871,84.48
2021.07.13 02:40:00,1.18711,1.18733,1.18711,1.18727,101.68
2021.07.13 02:41:00,1.18728,1.18729,1.18723,1.18723,47.38
2021.07.13 02:42:00,1.18724,1.18724,1.18714,1.18719,44.43
2021.07.13 02:43:00,1.1872,1.18727,1.18715,1.18727,58.46
2021.07.13 02:44:00,1.18728,1.18736,1.18727,1.1873,49.76
2021.07.13 02:45:00,1.18731,1.18731,1.18726,1.18731,38.51
2021.07.13 02:46:00,1.1873,1.18738,1.18727,1.18731,70.34
2021.07.13 02:47:00,1.18731,1.18732,1.1873,1.18731,14.12
2021.07.13 02:48:00,1.1873,1.18731,1.18721,1.18725,27.74
2021.07.13 02:49:00,1.18724,1.18725,1.18723,1.18724,17.87
2021.07.13 02:50:00,1.18723,1.18726,1.18722,1.18723,35.76
2021.07.13 02:51:00,1.18722,1.18723,1.18713,1.18713,38.87
2021.07.13 02:52:00,1.18713,1.18717,1.18711,1.18713,137.33
2021.07.13 02:53:00,1.18715,1.18715,1.18703,1.18709,102.95
2021.07.13 02:54:00,1.18711,1.18721,1.1871,1.1872,67.23
2021.07.13 02:55:00,1.1872,1.18725,1.18719,1.18724,12.1
2021.07.13 02:56:00,1.18721,1.18732,1.18721,1.1873,49.66
2021.07.13 02:57:00,1.1873,1.18731,1.18725,1.18728,48.82
2021.07.13 02:58:00,1.18727,1.18729,1.18723,1.18723,39.6
2021.07.13 02:59:00,1.18722,1.1874,1.18722,1.18732,65.24
2021.07.13 03:00:00,1.18733,1.18734,1.18722,1.18732,78.06
2021.07.13 03:01:00,1.18731,1.18736,1.18726,1.18736,70.87
2021.07.13 03:02:00,1.18738,1.18745,1.18738,1.18741,47.48
2021.07.13 03:03:00,1.18741,1.18742,1.18725,1.18725,75.08
2021.07.13 03:04:00,1.18727,1.1873,1.18702,1.18703,138.95
2021.07.13 03:05:00,1.18704,1.18713,1.18698,1.18698,163.84
2021.07.13 03:06:00,1.18698,1.18705,1.18698,1.18705,32
2021.07.13 03:07:00,1.18703,1.18705,1.18703,1.18703,20.96
2021.07.13 03:08:00,1.18704,1.18715,1.18704,1.18715,45.35
2021.07.13 03:09:00,1.18715,1.1872,1.18714,1.1872,17.19
2021.07.13 03:10:00,1.1872,1.1872,1.18717,1.1872,20.46
2021.07.13 03:11:00,1.18722,1.18725,1.1872,1.18723,46.64
2021.07.13 03:12:00,1.18721,1.18726,1.1872,1.18726,55.26
2021.07.13 03:13:00,1.18726,1.1873,1.18722,1.1873,32.24
2021.07.13 03:14:00,1.18731,1.18732,1.18728,1.18729,16.46
2021.07.13 03:15:00,1.18729,1.18735,1.18729,1.18732,30.62
2021.07.13 03:16:00,1.18732,1.18732,1.18729,1.18731,46.4
2021.07.13 03:17:00,1.1873,1.18742,1.18727,1.18741,33.21
